Id,SalePrice
0,130862.1605913024
1,158452.3579342687
2,182156.80866197599
3,185104.71888396173
4,198729.42713463257
5,182508.16694900635
6,164972.5031544276
7,174973.39046327752
8,186497.18080251754
9,120384.43173665405
10,194347.13637082104
11,97037.62537505417
12,98486.58611478016
13,154477.7731343787
14,134990.71408275046
15,388307.07839324116
16,261271.91405706372
17,302514.9531952448
18,247271.07396937106
19,431798.7296223646
20,303096.9869019658
21,210911.4274249638
22,169257.89790755202
23,173154.3342632299
24,171976.2619036188
25,203606.58862817564
26,343546.0455982089
27,247068.61347750996
28,198514.11540227852
29,192971.34568498202
30,188938.67788455688
31,102969.70597153445
32,175866.63754420605
33,285867.7179943186
34,307038.82723206945
35,219010.87963285248
36,184565.9730634551
37,152437.83731444206
38,152866.51288831263
39,149274.56678394086
40,175214.90537971994
41,151530.00089560033
42,305039.7621138587
43,230862.06269627553
44,212304.48552036766
45,184556.05205285497
46,219084.0706853227
47,217168.53075321804
48,168429.22057007483
49,152649.72287479768
50,153677.60888725717
51,166139.4064001542
52,167833.47721080584
53,176793.63999441374
54,162045.86345014905
55,177464.72292935467
56,148883.549173761
57,133944.44660832666
58,217064.7772873032
59,139604.99198991095
60,146415.6182756756
61,169781.91941010713
62,115050.79783619726
63,124691.6782517089
64,131626.96637969543
65,133390.4360632649
66,92067.2910402852
67,125026.97004052896
68,139464.87754441818
69,163046.58184020704
70,116668.01076829662
71,105022.31400665235
72,138301.26564264292
73,118476.08430655845
74,156787.49263566342
75,113071.28351239674
76,82904.14843938047
77,190184.26489989177
78,228913.82389280773
79,133831.92973382337
80,166769.46455398158
81,144108.12116120776
82,215605.67816993486
83,77878.29381224501
84,104714.38724735331
85,126443.10091041907
86,139987.37476297887
87,141887.9765751541
88,115544.16458137162
89,143247.7502484283
90,119928.937914658
91,132902.30917563624
92,143657.18489560927
93,112659.04829275036
94,176068.5649153883
95,107799.55596688355
96,142347.89181437454
97,99253.20020286395
98,128783.24216216936
99,143817.98908930793
100,170815.86408854148
101,120233.40497113796
102,124153.17443411397
103,160571.32192814606
104,154633.07726067628
105,200865.15372915228
106,88224.70296418008
107,228340.13912688688
108,149774.42711651794
109,111343.97060597004
110,129085.15260368779
111,141636.1664609978
112,251193.55024732047
113,134823.07689693416
114,198672.37884544034
115,207897.24618770546
116,199624.50966965902
117,166019.07500869263
118,141553.63130145182
119,195308.0352119833
120,134817.18032173452
121,129122.64132723045
122,338511.26181782107
123,239062.79333142246
124,142043.18036376563
125,68513.57204686609
126,105111.37813466515
127,150670.9619349912
128,106608.94425742792
129,133104.05067882774
130,102850.09862955395
131,113829.23480155088
132,117907.01136532366
133,135970.24700511625
134,134102.2562352385
135,238308.85741793775
136,175301.7071800563
137,184069.02383159343
138,210977.9285390031
139,191934.5208996132
140,61516.328251452614
141,118612.68971889524
142,98602.60564732477
143,272473.0539505153
144,262385.6883888131
145,167994.93149175678
146,194013.59138433554
147,204358.92792276174
148,192411.6458915564
149,150950.1567396739
150,153916.50799624072
151,145162.70120609328
152,161183.66992654398
153,122111.04086172445
154,80262.72330106032
155,76221.79711058414
156,85172.08603244819
157,120766.16622296599
158,132643.20481552646
159,159107.63435916568
160,145043.39811191696
161,147165.60278280108
162,304564.7400112371
163,212934.8282959852
164,133933.32877850503
165,176074.22193235825
166,188995.11854847663
167,287271.7518332254
168,173064.3293679173
169,345402.6017231907
170,229671.24670116723
171,249683.7292374109
172,168367.38193651955
173,179685.95134615948
174,181010.05071493267
175,156969.84499174423
176,164375.10609379894
177,216835.0942312402
178,171612.72435682488
179,260511.41069085538
180,179732.7521631096
181,222299.91292447728
182,233063.1537432526
183,223186.5245235939
184,165452.18720910174
185,152026.02552162512
186,166479.84181912092
187,141215.99662532462
188,138015.6125979035
189,119981.54036031928
190,114056.4414642901
191,96880.83014591971
192,99214.10085804759
193,158670.97865795746
194,155240.9491481985
195,154416.76494405232
196,158605.15997663877
197,154049.79116525047
198,140103.3091251338
199,143087.49086350447
200,439638.8080112536
201,398504.94485472125
202,385748.5065266955
203,461457.5278799172
204,312456.3785238397
205,347718.9032424243
206,353186.00036027946
207,329324.0458913309
208,293773.48713609786
209,344906.06717395765
210,267185.83664710453
211,476453.6397933371
212,301300.34731522645
213,246945.000875326
214,187304.33033089776
215,188557.80224862593
216,207337.8484360471
217,465208.86373706005
218,383126.10362092324
219,323595.66617857147
220,256269.8212564103
221,299981.96380673035
222,183156.5410907774
223,172440.61131237354
224,175389.79978740975
225,171675.75463715417
226,166635.98027587793
227,188398.91915903625
228,188920.6565551953
229,182891.8453306168
230,170578.7920311242
231,263066.41085355735
232,169369.53721508253
233,183996.01739950664
234,171471.29677699436
235,267469.7089272395
236,173552.50431916091
237,355903.69129402994
238,322424.1639189939
239,229601.3799428973
240,258688.7354417729
241,267199.6914595487
242,257197.1724497845
243,310694.3308727991
244,246477.66913381076
245,462914.956961039
246,206904.5734778325
247,208267.590079191
248,293530.97689375246
249,230006.7186487576
250,255548.00118812756
251,235645.53662513627
252,248426.82138936192
253,218145.56711656562
254,197542.0906322101
255,192676.04988954187
256,179580.20803397938
257,139467.86894496108
258,203273.38275860925
259,255548.95914530757
260,180193.8858797054
261,121425.33122628211
262,155268.62390943448
263,211500.11261640873
264,233495.75987779372
265,182901.36498000618
266,170213.40826675566
267,184653.9825402336
268,166575.71356742387
269,165781.02771225493
270,120278.66305091693
271,132750.58071290926
272,127002.09157107599
273,135434.36813133745
274,127779.56898460492
275,116035.48346000275
276,346238.2547856282
277,205986.51023780473
278,307846.18270353915
279,174238.14009645637
280,183326.02814550593
281,175445.3541026637
282,176721.25800026132
283,299705.7501030546
284,242788.72254657737
285,267005.4658990148
286,217494.66043150303
287,199460.68910245306
288,157517.06119423592
289,154436.72349733184
290,230677.77424886965
291,123780.9680874731
292,137576.02153829683
293,218641.59808516095
294,167445.0499928492
295,120648.66265612358
296,120651.10109480738
297,146476.67838357613
298,176150.98106254506
299,153506.30806466192
300,158807.2758703227
301,162708.30340109282
302,170731.72699368597
303,117206.96259008734
304,176804.05636439376
305,168666.25645764382
306,198005.4960682469
307,138275.11558181664
308,173236.58912317775
309,134395.12139943716
310,139757.58965176393
311,132218.06029583624
312,135934.0724901535
313,141490.70136292488
314,139997.6703492921
315,124585.32850132449
316,119423.92852690844
317,126501.87716017925
318,115044.63464973177
319,174915.97284375105
320,135500.1125665775
321,93379.45733816474
322,131209.8986531791
323,87263.76423571819
324,107787.86733252324
325,136780.21163026878
326,157522.15715312728
327,53959.60873766018
328,105555.73963786801
329,82191.42671874556
330,194875.5125929282
331,154197.54653331975
332,148748.76949488162
333,141420.96947484103
334,146428.53391636093
335,113234.2543071245
336,139769.22613799208
337,120805.84854867848
338,118885.49350408047
339,121746.01424307837
340,129320.03131722905
341,163029.02215345876
342,164211.91465704583
343,139953.54380366384
344,138181.4643474005
345,116053.42679609513
346,175441.522814814
347,118513.56239272068
348,123282.08922749852
349,141676.83723537103
350,125483.68776504374
351,122667.60189179158
352,122397.30725749722
353,95148.96362612197
354,64162.63320740938
355,95923.36290404183
356,130025.31553560721
357,137524.7399424976
358,112727.65894217875
359,73722.13674511941
360,116568.094336742
361,164661.25531385245
362,71960.86348235994
363,120710.14554959358
364,125650.71140785646
365,102402.52752429993
366,105920.9979445476
367,139881.9008027946
368,116089.63312276707
369,167297.86292142092
370,172548.3262394958
371,131718.86257742727
372,162841.0452421652
373,127715.75868133295
374,161704.5267363293
375,130267.65583092427
376,91907.36777329877
377,141529.05895980072
378,77770.47943902007
379,165703.82591861166
380,156245.4246876388
381,99281.6454673219
382,143501.05672014932
383,136157.29814460085
384,144006.52527259086
385,153200.00147476784
386,144922.38177278588
387,62198.45625680771
388,123403.42131195954
389,133028.5814934372
390,153138.39645722578
391,131673.9852174308
392,134304.97019482433
393,173022.18014070045
394,144277.72894968116
395,218625.45863378953
396,140908.4431085026
397,147781.8925940194
398,126074.9745986051
399,157294.2685542321
400,125174.08814781145
401,304680.939669747
402,302637.75204154185
403,302637.75204154185
404,311594.8205310245
405,333767.43952055543
406,253174.35289690777
407,316964.83397058496
408,201074.3242748611
409,265098.83349396166
410,248895.59390946772
411,171030.9512662809
412,219967.77984567397
413,136588.5771395628
414,204020.96805811784
415,191219.05773319915
416,208127.4712025719
417,213239.1298753485
418,134894.65850666285
419,136610.8465074837
420,241355.79829362105
421,260008.74527628228
422,198676.93627247014
423,218664.718677672
424,267108.49355296197
425,306573.65035433846
426,199426.98810513716
427,288094.31228333653
428,165102.62819933574
429,134814.96324658312
430,144299.8489650528
431,113748.28401378576
432,149501.0105365658
433,128836.47134787303
434,150648.95268519054
435,125883.44795093028
436,120901.99652613679
437,102414.47746383623
438,120089.80623640987
439,137140.5395708556
440,168903.2586714696
441,150041.3374984823
442,242570.12867845752
443,135709.7538317272
444,177854.0821063899
445,152698.70945071784
446,224318.19793518324
447,115107.66301504614
448,136646.30187208555
449,126317.98816255358
450,193481.32234509263
451,240484.14967439967
452,122955.59960830839
453,76976.11822964445
454,299580.04841269844
455,78579.34378570749
456,261414.64111279167
457,134808.43712472447
458,154129.49596633052
459,150301.75740957886
460,407163.5916893939
461,328387.9776709957
462,187972.13493121119
463,233562.6619668055
464,221679.8092114167
465,377419.041312049
466,139569.6722906843
467,159107.94968673168
468,125743.29728479843
469,121577.77962935262
470,137912.54624072116
471,140344.33688287612
472,161474.99200404767
473,188928.37578023953
474,177088.03951743554
475,190136.98727757361
476,183104.3324729383
477,172405.33157583594
478,244501.4823114002
479,196725.6764793697
480,178233.56901913552
481,193919.9225925908
482,195850.88160332083
483,312346.8133147824
484,360169.46406277054
485,177632.2701359587
486,311423.8012049062
487,179413.59101552627
488,239027.61928420412
489,185310.30493278633
490,290805.1660824176
491,246374.26594556286
492,161821.04996681324
493,206880.12180583668
494,133214.60871366027
495,309866.76095417916
496,167968.55845138073
497,307501.6746693624
498,143307.0839589277
499,116294.52529432272
500,120474.05396464506
501,97692.13842730364
502,102366.46110915477
503,116070.697131237
504,155123.93628090236
505,149982.78745306886
