Id,SalePrice
0,132259.60907528378
1,162258.853003372
2,171213.69135309328
3,172283.833999674
4,207020.64799214757
5,178288.80992481633
6,164375.91769271085
7,173253.71562107152
8,181067.90128857136
9,121803.65953604848
10,198097.64938100285
11,103278.22184321811
12,102183.76307864778
13,159783.3833756663
14,135036.24173295093
15,355211.6132994506
16,268282.86380447337
17,288082.4692245197
18,257766.8316904762
19,469337.48188873625
20,326821.3639934901
21,207474.69028945596
22,142459.44000448936
23,161542.64773885795
24,163592.17137603837
25,195823.03880128128
26,356994.6227050825
27,265370.1263403128
28,189587.7279747733
29,188003.79586068977
30,177605.5197991931
31,112565.89700432974
32,181463.22848515084
33,299213.11015129276
34,305645.11934590375
35,214926.27808947559
36,185763.5111932378
37,150709.2870853887
38,151591.41062528998
39,150609.46429869163
40,167480.13483255426
41,145904.1684900337
42,304413.54844459635
43,238153.6232375815
44,214604.1853893306
45,191267.59245392232
46,228987.24885101005
47,213547.74571272224
48,173696.94884077527
49,158320.26135258673
50,162817.7316006457
51,176048.3448360448
52,173510.10875192314
53,176479.51301587303
54,171876.07795108692
55,179302.804769811
56,149342.21522479694
57,137923.21744216073
58,218542.29952092096
59,142762.25781970355
60,156371.90096536325
61,173028.31569776818
62,115055.66651598757
63,128305.22934545195
64,133041.31156395466
65,133607.42142861802
66,91914.37275539817
67,124721.60798311522
68,155595.20099198155
69,163331.05421914207
70,116589.29933760314
71,109258.22965733254
72,155597.99370720866
73,118812.65019784178
74,161977.20517802952
75,128288.87435756816
76,93249.73565012687
77,192597.9556174318
78,238861.3587305512
79,143297.7601498237
80,172307.54273011838
81,153464.2339905929
82,228307.90351527472
83,86170.1214628077
84,106684.55299585813
85,137593.19751574344
86,138692.78946186058
87,140255.4610598454
88,122126.91414010024
89,150973.69176873294
90,138728.88964784576
91,131302.56934151787
92,154192.53463896626
93,108407.96403179472
94,177805.9451363229
95,118251.5150346649
96,152468.7396961738
97,100596.33230029182
98,125444.25075575022
99,160159.93577585227
100,174691.60211233213
101,121886.00835655598
102,123366.40928404883
103,157315.91915486986
104,148566.179676822
105,221204.04473583878
106,94004.02678360701
107,225933.69560054303
108,137067.71432604268
109,122784.03727962318
110,121559.87829965554
111,153621.86318216554
112,236693.33948736862
113,137858.1422207525
114,187914.27868238316
115,201875.01459409058
116,191764.74896239804
117,172480.42707531463
118,141155.681195692
119,189048.3514093987
120,129510.49916576047
121,132459.8943660208
122,344437.68317857146
123,243601.03647029458
124,143213.16651341735
125,65320.996789819386
126,105679.30028398999
127,151256.82898025028
128,102013.32457575333
129,134244.41070655882
130,101112.23113147015
131,133793.36043340975
132,130990.0862335538
133,134494.02653968253
134,135407.1630621472
135,239871.55420241333
136,168720.44185850877
137,176858.27513235723
138,211386.10886257605
139,196397.54928138532
140,66304.83083743842
141,129574.87761256525
142,105883.33194459775
143,275011.87835714285
144,259341.52182465818
145,164894.80270447404
146,195763.4824662465
147,184639.96380243122
148,176169.55883113746
149,138427.84283657547
150,153822.49820068057
151,138643.0832278391
152,140851.0173060454
153,121969.26206778151
154,83335.12294233545
155,78078.80663364413
156,86355.60790352369
157,124676.69281639117
158,125825.77507254023
159,141939.80945285966
160,141892.08017165953
161,153611.77009131236
162,311216.0791392117
163,203767.5522503625
164,139074.3219292123
165,182642.76726165187
166,178013.5189249231
167,282530.3723483084
168,165090.5136555254
169,381660.29438596487
170,230331.4717643477
171,261433.08714358753
172,158950.81134844502
173,168514.85700750203
174,172390.79750343302
175,150665.28352360846
176,154913.06166063814
177,211217.69069666
178,176164.21235173364
179,257654.07386212773
180,180580.36711333704
181,215401.04789395488
182,237641.96888743713
183,230473.46549545007
184,167759.11733503104
185,153381.1915856598
186,178701.3596659474
187,150953.55401175015
188,133835.11536761836
189,123786.66278696424
190,115224.75587443274
191,100683.45141499767
192,103066.71566024111
193,161956.9828361336
194,160183.7795959466
195,157545.9071893807
196,161654.88045813525
197,156675.3680250663
198,142261.8038618877
199,140741.51181323835
200,458695.91168001445
201,365364.000911422
202,401382.4092477106
203,508466.90199999994
204,289402.6996902352
205,350825.87170129875
206,335807.83998244035
207,320988.34684863675
208,285268.5813650793
209,332445.8098118402
210,259774.87629799757
211,547760.9419999999
212,294337.06668140145
213,264543.18011137506
214,176056.0865944677
215,183455.04247522008
216,189524.7156683984
217,543731.2119999999
218,384563.24517351075
219,311819.7884241429
220,243246.65858658004
221,303959.88610810187
222,182229.56471581187
223,170937.69858669565
224,174250.42211381212
225,172618.2681939087
226,160662.0268307405
227,184902.40365403742
228,182763.69455959808
229,181926.04658781821
230,167417.0744528383
231,261470.81502805234
232,160618.4593185305
233,175416.73966834237
234,162957.5250942096
235,260052.73657359305
236,162883.64462914746
237,353789.26174130506
238,328374.4088941103
239,231202.83970017332
240,261632.99636259716
241,261608.61915865465
242,256289.80681063014
243,307481.4471162376
244,235462.23796672866
245,512854.61799999996
246,195358.95876200573
247,196455.17793883558
248,309111.15618181817
249,237703.5862498887
250,248084.9768823782
251,243803.37258496974
252,254611.10916058562
253,215073.86590950828
254,203192.26775029744
255,183267.37835658318
256,167031.49745928784
257,124129.93823085101
258,192303.94665171503
259,267888.63178491686
260,165430.5133320723
261,109686.31410003745
262,151031.7055970432
263,203476.94640170038
264,244042.48831929787
265,177296.5444217046
266,157162.62601309567
267,184418.3451510523
268,161710.42987239396
269,148603.55710315303
